Date,AAPL,AMZN,GOOGL,MSFT,NVDA
2026-01-27,258.0285339355469,244.67999267578125,334.31463623046875,479.485595703125,188.50979614257812
2026-01-28,256.2002868652344,243.00999450683594,335.7736511230469,480.533203125,191.5096435546875
2026-01-29,258.0385437011719,241.72999572753906,338.0120544433594,432.5128173828125,192.49957275390625
2026-01-30,259.2374267578125,239.3000030517578,337.7622375488281,429.31011962890625,191.11965942382812
2026-02-02,269.7575988769531,242.9600067138672,343.4482421875,422.4058837890625,185.59996032714844
2026-02-03,269.22808837890625,238.6199951171875,339.47100830078125,410.2735595703125,180.33023071289062
2026-02-04,276.23150634765625,232.99000549316406,332.80572509765625,413.2467956542969,174.18057250976562
2026-02-05,275.6520690917969,222.69000244140625,331.0169677734375,392.7735290527344,171.87069702148438
2026-02-06,277.8599853515625,210.32000732421875,322.63287353515625,400.22650146484375,185.39996337890625
2026-02-09,274.6199951171875,208.72000122070312,324.09185791015625,412.65814208984375,190.0297088623047
2026-02-10,273.67999267578125,206.9600067138672,318.3558654785156,412.328857421875,188.52978515625
2026-02-11,275.5,204.0800018310547,310.7412414550781,403.4491271972656,190.0397186279297
2026-02-12,261.7300109863281,199.60000610351562,308.7826232910156,400.9248962402344,186.9298858642578
2026-02-13,255.77999877929688,198.7899932861328,305.50494384765625,400.4060974121094,182.80010986328125
2026-02-17,263.8800048828125,201.14999389648438,301.8075256347656,395.95623779296875,184.95999145507812
2026-02-18,264.3500061035156,204.7899932861328,303.1166076660156,398.69000244140625,187.96981811523438
2026-02-19,260.5799865722656,204.86000061035156,302.636962890625,398.4599914550781,187.88983154296875
2026-02-20,264.5799865722656,210.11000061035156,314.7584228515625,397.2300109863281,189.8097381591797
2026-02-23,266.17999267578125,205.27000427246094,311.2708740234375,384.4700012207031,191.53964233398438
2026-02-24,272.1400146484375,208.55999755859375,310.6813049316406,389.0,192.83956909179688
2026-02-25,274.2300109863281,210.63999938964844,312.67987060546875,400.6000061035156,195.54940795898438
2026-02-26,272.95001220703125,207.9199981689453,307.1637878417969,401.7200012207031,184.87998962402344
2026-02-27,264.17999267578125,210.0,311.54071044921875,392.739990234375,177.180419921875
2026-03-02,264.7200012207031,208.38999938964844,306.3043518066406,398.54998779296875,182.47012329101562
2026-03-03,263.75,208.72999572753906,303.3664245605469,403.92999267578125,180.04025268554688
2026-03-04,262.5199890136719,216.82000732421875,302.9167785644531,405.20001220703125,183.03009033203125
2026-03-05,260.2900085449219,218.94000244140625,300.6683349609375,410.67999267578125,183.330078125
2026-03-06,257.4599914550781,213.2100067138672,298.30999755859375,408.9599914550781,177.8103790283203
2026-03-09,259.8800048828125,213.49000549316406,306.3599853515625,409.4100036621094,182.64010620117188
2026-03-10,260.8299865722656,214.3300018310547,307.0400085449219,405.760009765625,184.760009765625
2026-03-11,260.80999755859375,212.64999389648438,308.70001220703125,404.8800048828125,186.02999877929688
